season,rank,team_id,team_name,wins,losses,final_elo
1997,23,nba_0017,New Jersey Nets,26,56,1377.58
1997,24,nba_0020,Philadelphia 76ers,22,60,1305.09
1997,25,nba_0024,San Antonio Spurs,20,62,1300.27
1997,26,nba_0006,Dallas Mavericks,24,58,1299.24
1997,27,nba_0007,Denver Nuggets,21,61,1293.2
1997,28,nba_0002,Boston Celtics,15,67,1254.08
1997,29,nba_0028,Vancouver Grizzlies,14,68,1219.67
1998,1,nba_0004,Chicago Bulls,62,20,1807.2
1998,2,nba_0027,Utah Jazz,62,20,1753.73
1998,3,nba_0013,Los Angeles Lakers,61,21,1702.99
1998,4,nba_0011,Indiana Pacers,58,24,1688.96
1998,5,nba_0024,San Antonio Spurs,56,26,1644.6
1998,6,nba_0025,Seattle SuperSonics,61,21,1634.7
1998,7,nba_0021,Phoenix Suns,56,26,1623.48
1998,8,nba_0014,Miami Heat,55,27,1611.79
1998,9,nba_0001,Atlanta Hawks,50,32,1594.52
1998,10,nba_0003,Charlotte Hornets,51,31,1589.02
1998,11,nba_0005,Cleveland Cavaliers,47,35,1560.37
1998,12,nba_0018,New York Knicks,43,39,1545.61
1998,13,nba_0016,Minnesota Timberwolves,45,37,1526.31
1998,14,nba_0022,Portland Trail Blazers,46,36,1522.85
1998,15,nba_0029,Washington Wizards,42,40,1520.31
1998,16,nba_0008,Detroit Pistons,37,45,1513.23
1998,17,nba_0019,Orlando Magic,41,41,1508.52
1998,18,nba_0017,New Jersey Nets,43,39,1506.98
1998,19,nba_0010,Houston Rockets,41,41,1496.17
1998,20,nba_0015,Milwaukee Bucks,36,46,1434.21
1998,21,nba_0002,Boston Celtics,36,46,1429.99
1998,22,nba_0020,Philadelphia 76ers,31,51,1425.79
1998,23,nba_0023,Sacramento Kings,27,55,1319.62
1998,24,nba_0006,Dallas Mavericks,20,62,1297.25
1998,25,nba_0009,Golden State Warriors,19,63,1282.16
1998,26,nba_0028,Vancouver Grizzlies,19,63,1252.29
1998,27,nba_0012,Los Angeles Clippers,17,65,1252.06
1998,28,nba_0026,Toronto Raptors,16,66,1250.31
1998,29,nba_0007,Denver Nuggets,11,71,1204.71
1999,1,nba_0024,San Antonio Spurs,37,13,1779.7
1999,2,nba_0011,Indiana Pacers,33,17,1658.47
1999,3,nba_0027,Utah Jazz,37,13,1650.52
1999,4,nba_0018,New York Knicks,27,23,1629.98
1999,5,nba_0022,Portland Trail Blazers,35,15,1609.26
1999,6,nba_0014,Miami Heat,33,17,1608.17
1999,7,nba_0013,Los Angeles Lakers,31,19,1582.64
1999,8,nba_0008,Detroit Pistons,29,21,1577.7
1999,9,nba_0003,Charlotte Hornets,26,24,1563.35
1999,10,nba_0001,Atlanta Hawks,31,19,1559.82
1999,11,nba_0019,Orlando Magic,33,17,1558.12
1999,12,nba_0021,Phoenix Suns,27,23,1545.55
1999,13,nba_0020,Philadelphia 76ers,28,22,1544.46
1999,14,nba_0010,Houston Rockets,31,19,1527.42
1999,15,nba_0015,Milwaukee Bucks,28,22,1512.33
1999,16,nba_0025,Seattle SuperSonics,25,25,1498.8
1999,17,nba_0023,Sacramento Kings,27,23,1485.91
1999,18,nba_0016,Minnesota Timberwolves,25,25,1466.49
1999,19,nba_0005,Cleveland Cavaliers,22,28,1458.17
1999,20,nba_0002,Boston Celtics,19,31,1437.68
1999,21,nba_0026,Toronto Raptors,23,27,1434.82
1999,22,nba_0017,New Jersey Nets,16,34,1426.45
1999,23,nba_0029,Washington Wizards,18,32,1417.62
1999,24,nba_0006,Dallas Mavericks,19,31,1409.84
1999,25,nba_0009,Golden State Warriors,21,29,1406.43
1999,26,nba_0004,Chicago Bulls,13,37,1365.14
1999,27,nba_0007,Denver Nuggets,14,36,1288.91
1999,28,nba_0012,Los Angeles Clippers,9,41,1271.01
1999,29,nba_0028,Vancouver Grizzlies,8,42,1225.66
2000,1,nba_0013,Los Angeles Lakers,67,15,1731.24
2000,2,nba_0022,Portland Trail Blazers,59,23,1706.74
2000,3,nba_0011,Indiana Pacers,56,26,1674.95
2000,4,nba_0024,San Antonio Spurs,53,29,1630.17
2000,5,nba_0021,Phoenix Suns,53,29,1626.79
2000,6,nba_0014,Miami Heat,52,30,1605.98
2000,7,nba_0027,Utah Jazz,55,27,1603.97
2000,8,nba_0018,New York Knicks,50,32,1593.77
2000,9,nba_0020,Philadelphia 76ers,49,33,1583.5
2000,10,nba_0016,Minnesota Timberwolves,50,32,1572.95
2000,11,nba_0003,Charlotte Hornets,49,33,1571.75
2000,12,nba_0023,Sacramento Kings,44,38,1541.85
2000,13,nba_0006,Dallas Mavericks,40,42,1524.35
2000,14,nba_0015,Milwaukee Bucks,42,40,1522.64
2000,15,nba_0025,Seattle SuperSonics,45,37,1518.14
2000,16,nba_0008,Detroit Pistons,42,40,1516.03
2000,17,nba_0019,Orlando Magic,41,41,1512.85
2000,18,nba_0026,Toronto Raptors,45,37,1484.27
2000,19,nba_0010,Houston Rockets,34,48,1470.58
2000,20,nba_0002,Boston Celtics,35,47,1465.72
2000,21,nba_0017,New Jersey Nets,31,51,1423.83
2000,22,nba_0005,Cleveland Cavaliers,32,50,1407.24
2000,23,nba_0007,Denver Nuggets,35,47,1403.62
2000,24,nba_0029,Washington Wizards,29,53,1397.75
2000,25,nba_0001,Atlanta Hawks,28,54,1344.68
2000,26,nba_0028,Vancouver Grizzlies,22,60,1313.84
2000,27,nba_0009,Golden State Warriors,19,63,1294.02
2000,28,nba_0004,Chicago Bulls,17,65,1257.17
2000,29,nba_0012,Los Angeles Clippers,15,67,1200.98
2001,1,nba_0013,Los Angeles Lakers,56,26,1805.81
2001,2,nba_0024,San Antonio Spurs,58,24,1682.36
2001,3,nba_0023,Sacramento Kings,55,27,1636.11
2001,4,nba_0006,Dallas Mavericks,53,29,1622.71
2001,5,nba_0015,Milwaukee Bucks,52,30,1622.61
2001,6,nba_0020,Philadelphia 76ers,56,26,1597.24
2001,7,nba_0027,Utah Jazz,53,29,1595.71
2001,8,nba_0003,Charlotte Hornets,46,36,1592.89
2001,9,nba_0021,Phoenix Suns,51,31,1591.22
2001,10,nba_0026,Toronto Raptors,47,35,1575.14
2001,11,nba_0010,Houston Rockets,45,37,1573.66
2001,12,nba_0022,Portland Trail Blazers,50,32,1570.25
2001,13,nba_0016,Minnesota Timberwolves,47,35,1558.81
2001,14,nba_0025,Seattle SuperSonics,44,38,1542.21
2001,15,nba_0014,Miami Heat,50,32,1533.19
2001,16,nba_0018,New York Knicks,48,34,1527.03
2001,17,nba_0019,Orlando Magic,43,39,1509.66
2001,18,nba_0011,Indiana Pacers,41,41,1497.63
2001,19,nba_0007,Denver Nuggets,40,42,1457.27
2001,20,nba_0002,Boston Celtics,36,46,1451.54
2001,21,nba_0012,Los Angeles Clippers,31,51,1429.88
2001,22,nba_0008,Detroit Pistons,32,50,1423.38
2001,23,nba_0005,Cleveland Cavaliers,30,52,1361.89
2001,24,nba_0028,Vancouver Grizzlies,23,59,1336.79
2001,25,nba_0017,New Jersey Nets,26,56,1330.04
2001,26,nba_0001,Atlanta Hawks,25,57,1329.42
2001,27,nba_0029,Washington Wizards,19,63,1283.09
2001,28,nba_0004,Chicago Bulls,15,67,1236.73
2001,29,nba_0009,Golden State Warriors,17,65,1224.98
2002,1,nba_0013,Los Angeles Lakers,58,24,1776.38
2002,2,nba_0023,Sacramento Kings,61,21,1721.56
2002,3,nba_0024,San Antonio Spurs,58,24,1680.13
2002,4,nba_0006,Dallas Mavericks,57,25,1670.89
2002,5,nba_0022,Portland Trail Blazers,49,33,1597.47
2002,6,nba_0002,Boston Celtics,49,33,1589.81
2002,7,nba_0017,New Jersey Nets,52,30,1588.47
2002,8,nba_0025,Seattle SuperSonics,45,37,1577.33
2002,9,nba_0008,Detroit Pistons,50,32,1549.19
2002,10,nba_0016,Minnesota Timberwolves,50,32,1548.58
2002,11,nba_0003,Charlotte Hornets,44,38,1546.83
2002,12,nba_0027,Utah Jazz,44,38,1546.82
2002,13,nba_0020,Philadelphia 76ers,43,39,1522.9
2002,14,nba_0011,Indiana Pacers,42,40,1507.71
2002,15,nba_0026,Toronto Raptors,42,40,1503.22
2002,16,nba_0019,Orlando Magic,44,38,1486.8
2002,17,nba_0012,Los Angeles Clippers,39,43,1477.51
2002,18,nba_0015,Milwaukee Bucks,41,41,1461.33
2002,19,nba_0021,Phoenix Suns,36,46,1457.79
2002,20,nba_0014,Miami Heat,36,46,1452.61
2002,21,nba_0029,Washington Wizards,37,45,1429.6
2002,22,nba_0001,Atlanta Hawks,33,49,1409.94
2002,23,nba_0018,New York Knicks,30,52,1391.97
2002,24,nba_0005,Cleveland Cavaliers,29,53,1376.82
2002,25,nba_0010,Houston Rockets,28,54,1376.61
2002,26,nba_0007,Denver Nuggets,27,55,1367.0
2002,27,nba_0028,Memphis Grizzlies,23,59,1319.36
2002,28,nba_0009,Golden State Warriors,21,61,1295.84
2002,29,nba_0004,Chicago Bulls,21,61,1269.76
2003,1,nba_0024,San Antonio Spurs,60,22,1775.02
2003,2,nba_0023,Sacramento Kings,59,23,1695.47
2003,3,nba_0006,Dallas Mavericks,60,22,1672.04
2003,4,nba_0013,Los Angeles Lakers,50,32,1660.6
2003,5,nba_0017,New Jersey Nets,49,33,1626.77
2003,6,nba_0022,Portland Trail Blazers,50,32,1602.03
2003,7,nba_0016,Minnesota Timberwolves,51,31,1579.22
2003,8,nba_0020,Philadelphia 76ers,48,34,1576.08
2003,9,nba_0008,Detroit Pistons,50,32,1553.02
2003,10,nba_0003,New Orleans Hornets,47,35,1548.55
2003,11,nba_0027,Utah Jazz,47,35,1543.26
2003,12,nba_0021,Phoenix Suns,44,38,1536.57
2003,13,nba_0010,Houston Rockets,43,39,1530.45
2003,14,nba_0025,Seattle SuperSonics,40,42,1523.53
2003,15,nba_0011,Indiana Pacers,48,34,1504.32
2003,16,nba_0015,Milwaukee Bucks,42,40,1490.13
2003,17,nba_0019,Orlando Magic,42,40,1487.46
2003,18,nba_0002,Boston Celtics,44,38,1482.34
2003,19,nba_0009,Golden State Warriors,38,44,1463.22
2003,20,nba_0018,New York Knicks,37,45,1455.44
2003,21,nba_0029,Washington Wizards,37,45,1424.1
2003,22,nba_0001,Atlanta Hawks,35,47,1423.0
2003,23,nba_0028,Memphis Grizzlies,28,54,1396.71
2003,24,nba_0012,Los Angeles Clippers,27,55,1384.18
2003,25,nba_0004,Chicago Bulls,30,52,1378.68
2003,26,nba_0014,Miami Heat,25,57,1346.37
2003,27,nba_0026,Toronto Raptors,24,58,1320.96
2003,28,nba_0007,Denver Nuggets,17,65,1264.69
2003,29,nba_0005,Cleveland Cavaliers,17,65,1259.42
2004,1,nba_0008,Detroit Pistons,54,28,1732.31
2004,2,nba_0024,San Antonio Spurs,57,25,1717.32
2004,3,nba_0016,Minnesota Timberwolves,58,24,1670.44
2004,4,nba_0013,Los Angeles Lakers,56,26,1667.28
2004,5,nba_0011,Indiana Pacers,61,21,1654.22
2004,6,nba_0023,Sacramento Kings,55,27,1649.67
2004,7,nba_0006,Dallas Mavericks,52,30,1625.32
2004,8,nba_0017,New Jersey Nets,47,35,1577.51
2004,9,nba_0028,Memphis Grizzlies,50,32,1562.06
2004,10,nba_0014,Miami Heat,42,40,1541.26
2004,11,nba_0010,Houston Rockets,45,37,1533.02
2004,12,nba_0007,Denver Nuggets,43,39,1525.66
2004,13,nba_0022,Portland Trail Blazers,41,41,1518.84
2004,14,nba_0027,Utah Jazz,42,40,1500.1
2004,15,nba_0025,Seattle SuperSonics,37,45,1491.82
2004,16,nba_0009,Golden State Warriors,37,45,1489.19
2004,17,nba_0003,New Orleans Hornets,41,41,1472.71
2004,18,nba_0015,Milwaukee Bucks,41,41,1471.78
2004,19,nba_0018,New York Knicks,39,43,1443.23
2004,20,nba_0005,Cleveland Cavaliers,35,47,1421.3
2004,21,nba_0021,Phoenix Suns,29,53,1417.58
2004,22,nba_0002,Boston Celtics,36,46,1413.93
2004,23,nba_0020,Philadelphia 76ers,33,49,1399.92
2004,24,nba_0001,Atlanta Hawks,28,54,1377.22
2004,25,nba_0026,Toronto Raptors,33,49,1369.48
2004,26,nba_0012,Los Angeles Clippers,28,54,1344.93
2004,27,nba_0029,Washington Wizards,25,57,1318.24
2004,28,nba_0004,Chicago Bulls,23,59,1302.53
2004,29,nba_0019,Orlando Magic,21,61,1292.5
2005,1,nba_0024,San Antonio Spurs,59,23,1723.11
2005,2,nba_0008,Detroit Pistons,54,28,1706.5
2005,3,nba_0021,Phoenix Suns,62,20,1695.95
2005,4,nba_0014,Miami Heat,59,23,1675.59
2005,5,nba_0006,Dallas Mavericks,58,24,1673.87
2005,6,nba_0010,Houston Rockets,51,31,1657.66
2005,7,nba_0007,Denver Nuggets,49,33,1593.16
2005,8,nba_0025,Seattle SuperSonics,52,30,1581.58
2005,9,nba_0016,Minnesota Timberwolves,44,38,1561.66
2005,10,nba_0023,Sacramento Kings,50,32,1555.58
2005,11,nba_0011,Indiana Pacers,44,38,1547.49
2005,12,nba_0028,Memphis Grizzlies,45,37,1540.32
2005,13,nba_0017,New Jersey Nets,42,40,1525.43
2005,14,nba_0004,Chicago Bulls,47,35,1522.64
2005,15,nba_0002,Boston Celtics,45,37,1513.94
2005,16,nba_0009,Golden State Warriors,34,48,1495.68
2005,17,nba_0020,Philadelphia 76ers,43,39,1493.95
2005,18,nba_0029,Washington Wizards,45,37,1484.69
2005,19,nba_0005,Cleveland Cavaliers,42,40,1471.6
2005,20,nba_0012,Los Angeles Clippers,37,45,1462.78
2005,21,nba_0013,Los Angeles Lakers,34,48,1417.39
2005,22,nba_0026,Toronto Raptors,33,49,1411.94
2005,23,nba_0018,New York Knicks,33,49,1409.05
2005,24,nba_0019,Orlando Magic,36,46,1375.1
2005,25,nba_0015,Milwaukee Bucks,30,52,1374.13
2005,26,nba_0022,Portland Trail Blazers,27,55,1362.46
2005,27,nba_0027,Utah Jazz,26,56,1354.74
2005,28,nba_0003,New Orleans Hornets,18,64,1307.37
2005,29,nba_0030,Charlotte Bobcats,18,64,1298.84
2005,30,nba_0001,Atlanta Hawks,13,69,1202.92
2006,1,nba_0024,San Antonio Spurs,63,19,1704.31
2006,2,nba_0006,Dallas Mavericks,60,22,1703.56
2006,3,nba_0014,Miami Heat,52,30,1697.19
2006,4,nba_0008,Detroit Pistons,64,18,1660.41
2006,5,nba_0021,Phoenix Suns,54,28,1628.23
2006,6,nba_0012,Los Angeles Clippers,47,35,1589.3
2006,7,nba_0005,Cleveland Cavaliers,50,32,1583.56
2006,8,nba_0023,Sacramento Kings,44,38,1578.25
2006,9,nba_0028,Memphis Grizzlies,49,33,1568.79
2006,10,nba_0013,Los Angeles Lakers,45,37,1567.04
2006,11,nba_0017,New Jersey Nets,49,33,1560.55
2006,12,nba_0029,Washington Wizards,42,40,1532.16
2006,13,nba_0004,Chicago Bulls,41,41,1521.04
2006,14,nba_0011,Indiana Pacers,41,41,1496.26
2006,15,nba_0007,Denver Nuggets,44,38,1487.86
2006,16,nba_0027,Utah Jazz,41,41,1484.1
2006,17,nba_0019,Orlando Magic,36,46,1473.18
2006,18,nba_0025,Seattle SuperSonics,35,47,1470.83
2006,19,nba_0015,Milwaukee Bucks,40,42,1463.18
2006,20,nba_0010,Houston Rockets,34,48,1461.62
2006,21,nba_0020,Philadelphia 76ers,38,44,1441.57
2006,22,nba_0002,Boston Celtics,33,49,1436.64
2006,23,nba_0003,New Orleans/Oklahoma City Hornets,38,44,1431.37
2006,24,nba_0009,Golden State Warriors,34,48,1427.23
2006,25,nba_0016,Minnesota Timberwolves,33,49,1408.43
2006,26,nba_0026,Toronto Raptors,27,55,1371.79
2006,27,nba_0030,Charlotte Bobcats,26,56,1364.84
2006,28,nba_0001,Atlanta Hawks,26,56,1318.69
2006,29,nba_0018,New York Knicks,23,59,1301.87
2006,30,nba_0022,Portland Trail Blazers,21,61,1263.92
2007,1,nba_0024,San Antonio Spurs,58,24,1761.67
2007,2,nba_0006,Dallas Mavericks,67,15,1691.59
2007,3,nba_0021,Phoenix Suns,61,21,1689.45
2007,4,nba_0008,Detroit Pistons,53,29,1644.19
2007,5,nba_0005,Cleveland Cavaliers,50,32,1628.48
2007,6,nba_0004,Chicago Bulls,49,33,1619.98
2007,7,nba_0027,Utah Jazz,51,31,1602.55
2007,8,nba_0010,Houston Rockets,52,30,1584.94
2007,9,nba_0007,Denver Nuggets,45,37,1571.61
2007,10,nba_0009,Golden State Warriors,42,40,1566.69
2007,11,nba_0017,New Jersey Nets,41,41,1539.58
2007,12,nba_0026,Toronto Raptors,47,35,1538.67
2007,13,nba_0012,Los Angeles Clippers,40,42,1521.09
2007,14,nba_0014,Miami Heat,44,38,1499.07
2007,15,nba_0003,New Orleans/Oklahoma City Hornets,39,43,1491.14
2007,16,nba_0013,Los Angeles Lakers,42,40,1483.16
2007,17,nba_0019,Orlando Magic,40,42,1477.78
2007,18,nba_0020,Philadelphia 76ers,35,47,1453.6
2007,19,nba_0029,Washington Wizards,41,41,1434.87
2007,20,nba_0030,Charlotte Bobcats,33,49,1429.47
2007,21,nba_0023,Sacramento Kings,33,49,1426.97
2007,22,nba_0025,Seattle SuperSonics,31,51,1416.43
2007,23,nba_0011,Indiana Pacers,35,47,1402.24
2007,24,nba_0018,New York Knicks,33,49,1386.72
2007,25,nba_0022,Portland Trail Blazers,32,50,1380.07
2007,26,nba_0016,Minnesota Timberwolves,32,50,1368.55
2007,27,nba_0001,Atlanta Hawks,30,52,1360.05
2007,28,nba_0028,Memphis Grizzlies,22,60,1358.96
2007,29,nba_0002,Boston Celtics,24,58,1336.33
2007,30,nba_0015,Milwaukee Bucks,28,54,1330.92
2008,1,nba_0002,Boston Celtics,66,16,1744.86
2008,2,nba_0013,Los Angeles Lakers,57,25,1707.32
2008,3,nba_0024,San Antonio Spurs,56,26,1676.23
2008,4,nba_0027,Utah Jazz,54,28,1673.04
2008,5,nba_0008,Detroit Pistons,59,23,1663.84
2008,6,nba_0003,New Orleans Hornets,56,26,1655.89
2008,7,nba_0010,Houston Rockets,55,27,1639.31
2008,8,nba_0021,Phoenix Suns,55,27,1636.48
2008,9,nba_0019,Orlando Magic,52,30,1606.72
2008,10,nba_0006,Dallas Mavericks,51,31,1583.26
2008,11,nba_0007,Denver Nuggets,50,32,1583.04
2008,12,nba_0009,Golden State Warriors,48,34,1569.17
2008,13,nba_0005,Cleveland Cavaliers,45,37,1564.11
2008,14,nba_0020,Philadelphia 76ers,40,42,1501.92
2008,15,nba_0029,Washington Wizards,43,39,1491.59
2008,16,nba_0026,Toronto Raptors,41,41,1475.05
2008,17,nba_0023,Sacramento Kings,38,44,1469.6
2008,18,nba_0022,Portland Trail Blazers,41,41,1466.32
2008,19,nba_0001,Atlanta Hawks,37,45,1462.42
2008,20,nba_0011,Indiana Pacers,36,46,1452.93
2008,21,nba_0004,Chicago Bulls,33,49,1435.75
2008,22,nba_0030,Charlotte Bobcats,32,50,1421.38
2008,23,nba_0017,New Jersey Nets,34,48,1408.98
2008,24,nba_0016,Minnesota Timberwolves,22,60,1343.64
2008,25,nba_0012,Los Angeles Clippers,23,59,1321.35
2008,26,nba_0028,Memphis Grizzlies,22,60,1317.26
2008,27,nba_0018,New York Knicks,23,59,1294.88
2008,28,nba_0025,Seattle SuperSonics,20,62,1291.94
2008,29,nba_0015,Milwaukee Bucks,26,56,1285.81
2008,30,nba_0014,Miami Heat,15,67,1253.32
2009,1,nba_0013,Los Angeles Lakers,65,17,1802.43
2009,2,nba_0005,Cleveland Cavaliers,66,16,1745.37
2009,3,nba_0019,Orlando Magic,59,23,1686.96
2009,4,nba_0002,Boston Celtics,62,20,1676.41
2009,5,nba_0007,Denver Nuggets,54,28,1660.98
2009,6,nba_0010,Houston Rockets,53,29,1660.49
2009,7,nba_0022,Portland Trail Blazers,54,28,1623.78
2009,8,nba_0006,Dallas Mavericks,50,32,1607.3
2009,9,nba_0024,San Antonio Spurs,54,28,1595.47
2009,10,nba_0027,Utah Jazz,48,34,1561.62
2009,11,nba_0021,Phoenix Suns,46,36,1546.58
2009,12,nba_0004,Chicago Bulls,41,41,1522.86
2009,13,nba_0001,Atlanta Hawks,47,35,1517.25
2009,14,nba_0003,New Orleans Hornets,49,33,1508.36
2009,15,nba_0014,Miami Heat,43,39,1501.83
2009,16,nba_0020,Philadelphia 76ers,41,41,1483.81
2009,17,nba_0011,Indiana Pacers,36,46,1476.29
2009,18,nba_0008,Detroit Pistons,39,43,1460.7
2009,19,nba_0030,Charlotte Bobcats,35,47,1448.03
2009,20,nba_0017,New Jersey Nets,34,48,1429.79
2009,21,nba_0026,Toronto Raptors,33,49,1428.33
2009,22,nba_0015,Milwaukee Bucks,34,48,1414.82
2009,23,nba_0009,Golden State Warriors,29,53,1410.37
2009,24,nba_0018,New York Knicks,32,50,1386.68
2009,25,nba_0028,Memphis Grizzlies,24,58,1348.36
2009,26,nba_0025,Oklahoma City Thunder,23,59,1344.74
2009,27,nba_0016,Minnesota Timberwolves,24,58,1326.42
2009,28,nba_0029,Washington Wizards,19,63,1295.63
2009,29,nba_0023,Sacramento Kings,17,65,1271.0
2009,30,nba_0012,Los Angeles Clippers,19,63,1254.96
2010,1,nba_0019,Orlando Magic,59,23,1729.41
2010,2,nba_0013,Los Angeles Lakers,57,25,1720.96
2010,3,nba_0021,Phoenix Suns,54,28,1681.78
2010,4,nba_0002,Boston Celtics,50,32,1668.81
2010,5,nba_0005,Cleveland Cavaliers,61,21,1668.5
2010,6,nba_0024,San Antonio Spurs,50,32,1616.61
2010,7,nba_0006,Dallas Mavericks,55,27,1610.83
2010,8,nba_0027,Utah Jazz,53,29,1608.37
2010,9,nba_0007,Denver Nuggets,53,29,1605.12
2010,10,nba_0025,Oklahoma City Thunder,50,32,1591.92
2010,11,nba_0001,Atlanta Hawks,53,29,1580.96
2010,12,nba_0022,Portland Trail Blazers,50,32,1576.43
2010,13,nba_0015,Milwaukee Bucks,46,36,1551.64
2010,14,nba_0014,Miami Heat,47,35,1550.53
2010,15,nba_0030,Charlotte Bobcats,44,38,1518.87
2010,16,nba_0010,Houston Rockets,42,40,1507.72
2010,17,nba_0004,Chicago Bulls,41,41,1489.12
2010,18,nba_0028,Memphis Grizzlies,40,42,1457.37
2010,19,nba_0011,Indiana Pacers,32,50,1455.95
2010,20,nba_0026,Toronto Raptors,40,42,1443.3
2010,21,nba_0003,New Orleans Hornets,37,45,1436.14
2010,22,nba_0009,Golden State Warriors,26,56,1397.4
2010,23,nba_0018,New York Knicks,29,53,1372.08
2010,24,nba_0020,Philadelphia 76ers,27,55,1367.07
2010,25,nba_0008,Detroit Pistons,27,55,1334.99
2010,26,nba_0029,Washington Wizards,26,56,1334.36
2010,27,nba_0012,Los Angeles Clippers,29,53,1320.51
2010,28,nba_0023,Sacramento Kings,25,57,1308.31
2010,29,nba_0017,New Jersey Nets,12,70,1258.71
2010,30,nba_0016,Minnesota Timberwolves,15,67,1234.46
2011,1,nba_0006,Dallas Mavericks,57,25,1755.39
2011,2,nba_0014,Miami Heat,58,24,1710.55
2011,3,nba_0004,Chicago Bulls,62,20,1678.74
2011,4,nba_0025,Oklahoma City Thunder,55,27,1650.7
2011,5,nba_0013,Los Angeles Lakers,57,25,1636.69
2011,6,nba_0002,Boston Celtics,56,26,1632.42
2011,7,nba_0024,San Antonio Spurs,61,21,1623.22
2011,8,nba_0019,Orlando Magic,52,30,1613.6
2011,9,nba_0007,Denver Nuggets,50,32,1604.04
2011,10,nba_0028,Memphis Grizzlies,46,36,1603.99
2011,11,nba_0022,Portland Trail Blazers,48,34,1561.22
2011,12,nba_0010,Houston Rockets,43,39,1559.04
2011,13,nba_0003,New Orleans Hornets,46,36,1514.39
2011,14,nba_0020,Philadelphia 76ers,41,41,1509.38
2011,15,nba_0001,Atlanta Hawks,44,38,1496.32
2011,16,nba_0021,Phoenix Suns,40,42,1495.84
2011,17,nba_0018,New York Knicks,42,40,1477.46
2011,18,nba_0009,Golden State Warriors,36,46,1465.27
2011,19,nba_0015,Milwaukee Bucks,35,47,1461.8
2011,20,nba_0011,Indiana Pacers,37,45,1457.42
2011,21,nba_0027,Utah Jazz,39,43,1435.3
2011,22,nba_0012,Los Angeles Clippers,32,50,1423.06
2011,23,nba_0030,Charlotte Bobcats,34,48,1405.13
2011,24,nba_0008,Detroit Pistons,30,52,1385.17
2011,25,nba_0023,Sacramento Kings,24,58,1380.47
2011,26,nba_0029,Washington Wizards,23,59,1311.48
2011,27,nba_0005,Cleveland Cavaliers,19,63,1303.0
2011,28,nba_0026,Toronto Raptors,22,60,1295.07
2011,29,nba_0017,New Jersey Nets,24,58,1291.97
2011,30,nba_0016,Minnesota Timberwolves,17,65,1259.88
